compound_id,smiles,n_confs,temperature_K,aq_psa3d,mem_psa3d,delta_psa3d,psa3d_std,psa3d_spread,bw_psa3d,norm_delta_psa,tpsa_2d,ensemble_energy,pop_lowest_pct,unique_confs,error
P.A.L.bHph.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,1267.0,298.15,109.494,59.1434,50.3506,14.3355,50.3506,100.0472,0.050768,186.12,0.372,31.043,1267.0,
dP.bHph.meL.Bn_Gly.dP.Bn_Gly.F,CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,2141.0,298.15,80.5304,43.6247,36.9057,7.4871,36.9057,59.7903,0.031856,159.75,0.95,20.467,2141.0,
dP.dA.Bn_Gly.bHph.P.meL.F,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,264.0,298.15,89.3933,49.9716,39.4217,7.4406,39.4217,68.3752,0.040186,168.54000000000002,0.534,36.995,264.0,
dP.Pr_Gly.dL.Me_dL.dP.dL.F,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,4221.0,298.15,94.948,59.2051,35.7429,8.8734,35.7429,63.1711,0.0361,168.54,0.435,47.804,4221.0,
L.Mono38.meL.Nle.dP.Mono42,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](CC(C)C)NC(=O)CN(CCN2CCOCC2)C(=O)[C@H]2CCCN2C1=O,5334.0,298.15,112.6134,79.7933,32.8201,8.4033,32.8201,82.8709,0.032171,161.14000000000001,0.378,55.33,5334.0,
L.Mono38.meL.Nle.dP.Mono45,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,4089.0,298.15,108.6912,52.1782,56.513,13.2945,56.513,60.2382,0.054568,166.49,0.27,52.938,4089.0,
meA.dL.L.dP.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C1=O,1275.0,298.15,82.1868,54.6976,27.4892,5.7233,27.4892,65.8954,0.029476,148.23000000000002,0.519,23.951,1275.0,
A.PhPr_Gly.meL.Nle.dP.Bn(4-Cl)_Gly,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2ccccc2)C(=O)[C@H](C)NC(=O)CN(Cc2ccc(Cl)cc2)C(=O)[C@H]2CCCN2C1=O,5157.0,298.15,83.3282,36.5674,46.7608,8.6207,46.7608,54.6169,0.04559,139.44,0.729,16.398,5157.0,
Me_dA.L.dL.dP.dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,1900.0,298.15,95.8846,38.8739,57.0107,17.0867,57.0107,57.4493,0.062962,157.02,0.367,56.98,1900.0,
dA.L.meL.dP.meL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,1342.0,298.15,94.764,42.9591,51.8049,8.6257,51.8049,62.4376,0.057552,148.23000000000002,0.368,28.128,1342.0,
dI.P.dF.dI.P.dF,CC[C@@H](C)[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]([C@H](C)CC)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,994.0,298.15,85.0026,33.0766,51.926,9.7006,51.926,51.6659,0.057195,157.02,0.447,20.179,994.0,
P.bHph.dL.Me_dL.dP.dL.F,CC(C)C[C@@H]1C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N1C,4055.0,298.15,74.7074,48.2962,26.4112,5.2411,26.4112,59.6279,0.025117,177.33,0.612,16.721,4055.0,
A.Mono41.meL.Nle.dP.iBu_Gly,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCN2CCCC2=O)C(=O)[C@H](C)NC(=O)CN(CC(C)C)C(=O)[C@H]2CCCN2C1=O,7874.0,298.15,117.6579,58.3656,59.2923,10.5518,59.2923,92.4458,0.060382,159.75,0.754,18.707,7874.0,
L.dL.Cha.L.dP.F,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@@H](CC(C)C)NC1=O,9088.0,298.15,93.4773,46.7458,46.7315,9.2531,46.7315,74.4316,0.045789,165.81,0.469,58.311,9088.0,
A.Mono41.meL.Nle.dP.Et_Gly,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCN2CCCC2=O)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,7166.0,298.15,110.9258,63.6422,47.2836,8.9436,47.2836,89.077,0.050677,159.75,0.798,14.631,7166.0,
dA.Mono38.meL.Nle.P.Et_Gly,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@@H](C)NC(=O)CN(CC)C(=O)[C@@H]2CCCN2C1=O,1868.0,298.15,125.9995,85.7027,40.2968,4.8086,40.2968,107.7963,0.04484,148.67000000000002,0.885,14.613,1868.0,
bHph.Me_dL.Bn_Gly.P.meL.F,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,1726.0,298.15,91.3118,41.6997,49.6121,10.8729,49.6121,58.0533,0.049266,139.44,0.451,26.567,1726.0,
P.bHph.L.Bn_Gly.P.Me_dL.F,CC(C)C[C@@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,1507.0,298.15,73.3087,36.8071,36.5016,7.0707,36.5016,55.2981,0.034978,168.54000000000002,0.494,41.856,1507.0,
dP.dPye.L.dL.Abu.L,CC[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCC(=O)N2CCCC2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,1711.0,298.15,82.7233,54.7393,27.984,4.422,27.984,65.792,0.030524,186.12,0.379,40.524,1711.0,
dP.Pr_Gly.meL.bHph.P.Bn_Gly.F,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,1709.0,298.15,98.0574,47.3334,50.724,9.3131,50.724,58.025,0.050014,159.75,0.634,40.222,1709.0,
P.meA.dL.L.P.dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C1=O,1989.0,298.15,100.154,63.6798,36.4742,7.0935,36.4742,94.4433,0.036959,177.32999999999998,0.253,59.478,1989.0,
L.dF.P.F.dL.L,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,2562.0,298.15,86.9686,31.5001,55.4685,8.6517,55.4685,66.2748,0.057061,165.81,0.261,35.73,2562.0,
dP.dA.L.dL.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,842.0,298.15,102.503,48.9327,53.5703,8.1134,53.5703,81.4503,0.056435,186.12,0.193,71.488,842.0,
Nal.3-pyridylethyl_Gly.meL.Nle.dP.Bn(4-Cl)_Gly,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCc2cccnc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc(Cl)cc2)C(=O)[C@H]2CCCN2C1=O,3950.0,298.15,100.0536,51.8271,48.2265,8.2596,48.2265,78.1024,0.045326,152.33,0.685,28.756,3950.0,
A.PhPr_Gly.meL.Nle.dP.Mono45,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2ccccc2)C(=O)[C@H](C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,5087.0,298.15,93.0066,35.3037,57.7029,14.5486,57.7029,42.2009,0.056732,157.26,0.494,38.283,5087.0,
dP.meA.Me_dL.L.P.dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C1=O,5379.0,298.15,108.3892,54.6499,53.7393,14.7962,53.7393,79.9858,0.053908,168.54,0.846,9.119,5379.0,
dP.bHph.meL.L.P.dL.F,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C1=O,1008.0,298.15,74.2931,48.4464,25.8467,6.307,25.8467,70.5987,0.025104,177.32999999999998,0.098,87.939,1008.0,
dP.meA.L.Bn_Gly.dP.meL.F,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,1910.0,298.15,76.2254,34.9851,41.2403,8.3112,41.2403,50.5545,0.041815,159.75,0.963,8.212,1910.0,
dP.Me_dA.meL.bHph.dP.dL.F,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,1334.0,298.15,105.2337,43.857,61.3767,13.4518,61.3767,54.9628,0.06087,168.54,0.2,60.978,1334.0,
dP.bHph.L.dL.dP.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,768.0,298.15,119.1477,64.0421,55.1056,7.6718,55.1056,88.8331,0.053031,177.33,0.539,37.722,768.0,
A.meL.dL.P.Bn_Gly.F,CC(C)C[C@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,1465.0,298.15,79.7362,31.8943,47.8419,10.9742,47.8419,69.1832,0.053057,148.23000000000002,0.571,19.584,1465.0,
meA.dL.bHph.P.Bn_Gly.F,CC(C)C[C@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,926.0,298.15,82.6876,30.2304,52.4572,9.3996,52.4572,59.1477,0.054369,148.23,0.367,18.415,926.0,
dP.meA.Bn_Gly.L.dP.meL.F,CC(C)C[C@@H]1NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,1076.0,298.15,85.3743,55.6352,29.7391,5.8645,29.7391,75.6354,0.030965,159.75,0.272,72.551,1076.0,
dP.dA.L.Me_dL.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,885.0,298.15,83.4655,55.3772,28.0883,4.4208,28.0883,74.6748,0.029795,177.32999999999998,0.272,71.22,885.0,
Nal.Mono40.meL.Nle.dP.Mono45,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,5045.0,298.15,104.9711,52.4637,52.5074,14.2311,52.5074,56.5164,0.047169,175.07999999999998,0.58,30.951,5045.0,
dP.Me_dA.meL.Me_dL.dP.Bn_Gly.F,CC(C)C[C@@H]1C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,2005.0,298.15,87.6759,45.0388,42.6371,8.4723,42.6371,67.4023,0.040257,150.96,0.206,76.29,2005.0,
P.Me_dA.L.Me_dL.dP.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,3917.0,298.15,87.0151,47.6369,39.3782,7.1056,39.3782,62.8868,0.039425,159.75,0.741,33.667,3917.0,
P.meA.dL.meL.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,2073.0,298.15,83.3662,43.9546,39.4116,6.5158,39.4116,53.4238,0.040002,168.54,0.227,64.674,2073.0,
dP.A.dL.dL.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,1533.0,298.15,89.9949,44.619,45.3759,9.4654,45.3759,81.8659,0.047029,186.12,0.181,80.538,1533.0,
dP.dA.Pye.dL.Nal.L,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCC(=O)N2CCCC2)NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C1=O,1994.0,298.15,105.938,57.3307,48.6073,9.4781,48.6073,71.8918,0.049234,186.12,0.697,11.868,1994.0,
dP.dA.Bn_Gly.bHph.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,830.0,298.15,95.8347,42.9542,52.8805,14.6181,52.8805,55.108,0.053089,168.54000000000002,0.615,14.647,830.0,
dA.meL.dL.dP.meL.F,CC(C)C[C@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,4424.0,298.15,96.6583,43.7129,52.9454,10.2177,52.9454,67.0278,0.05706,148.23000000000002,0.931,12.478,4424.0,
dA.Me_dL.bHph.P.meL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N1C,1232.0,298.15,93.2298,50.6738,42.556,7.2416,42.556,66.2499,0.045383,148.23,0.789,20.165,1232.0,
P.meA.Me_dL.dL.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,1089.0,298.15,73.209,45.6442,27.5648,6.0858,27.5648,67.9323,0.027676,159.75,0.475,54.35,1089.0,
dP.Me_dA.Bn_Gly.Bn_Gly.dP.meL.F,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,1331.0,298.15,85.0597,42.2453,42.8144,8.5084,42.8144,59.4375,0.044683,150.96,0.623,42.926,1331.0,
meA.meL.L.dP.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,3011.0,298.15,82.3077,34.3387,47.969,8.1535,47.969,43.011,0.051973,139.44,0.568,30.958,3011.0,
P.bHph.Bn_Gly.bHph.P.meL.F,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,1287.0,298.15,79.6966,48.2886,31.408,5.5824,31.408,62.3687,0.027895,168.54000000000002,0.586,14.352,1287.0,
dA.Bn_Gly.L.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC1=O,1341.0,298.15,109.7431,54.3478,55.3953,10.6984,55.3953,68.074,0.062646,157.01999999999998,0.326,53.316,1341.0,
P.A.dL.Bn_Gly.P.dL.F,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,2672.0,298.15,113.6941,63.9835,49.7106,8.641,49.7106,99.3965,0.050197,177.32999999999998,0.614,36.329,2672.0,
P.Me_dA.L.L.P.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,897.0,298.15,110.3376,70.4926,39.845,6.8562,39.845,103.3408,0.040259,168.54,0.408,68.489,897.0,
F.cHexCH2_Gly.meL.Nle.dP.Mono45,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,6507.0,298.15,86.9197,44.0757,42.844,10.2591,42.844,52.3098,0.041691,157.26,0.819,13.418,6507.0,
P.meA.Bn_Gly.L.P.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,2295.0,298.15,95.9499,59.9322,36.0177,7.0182,36.0177,79.1837,0.033811,159.75,0.785,14.253,2295.0,
dP.dA.Me_dL.L.dP.meL.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,2489.0,298.15,84.8653,50.3215,34.5438,6.6162,34.5438,68.4712,0.034986,168.54,0.674,31.416,2489.0,
A.3-pyridylethyl_Gly.meL.Nle.dP.iBu_Gly,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCc2cccnc2)C(=O)[C@H](C)NC(=O)CN(CC(C)C)C(=O)[C@H]2CCCN2C1=O,4138.0,298.15,94.3907,52.322,42.0687,7.5353,42.0687,84.1393,0.045336,152.33,0.496,51.897,4138.0,
dA.L.meL.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC1=O,1434.0,298.15,78.3996,51.4338,26.9658,6.0326,26.9658,72.5156,0.031497,157.01999999999998,0.316,45.693,1434.0,
dP.dA.dL.Bn_Gly.dP.Bn_Gly.F,CC(C)C[C@H]1NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,639.0,298.15,83.9247,48.4043,35.5204,6.1207,35.5204,66.9697,0.03534,168.54000000000002,0.498,14.307,639.0,
meA.dL.meL.P.meL.F,CC(C)C[C@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,2272.0,298.15,79.4426,38.7219,40.7207,8.3767,40.7207,71.2722,0.043277,139.44,0.749,17.395,2272.0,
Nal.Mono39.meL.Nle.dP.Et_Gly,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOc2ccccc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,7988.0,298.15,80.8474,44.3332,36.5142,7.889,36.5142,63.0924,0.03631,148.67000000000002,0.902,27.221,7988.0,
dP.dA.L.meL.P.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,3862.0,298.15,103.9447,46.6646,57.2801,9.3196,57.2801,70.5267,0.057247,168.54000000000002,0.713,26.576,3862.0,
dP.Pr_Gly.meL.meL.dP.Bn_Gly.F,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,3753.0,298.15,81.0373,51.232,29.8053,7.5527,29.8053,63.536,0.028467,150.96,0.803,22.793,3753.0,
F.Bn_Gly.meL.Nle.dP.iBu_Gly,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(CC(C)C)C(=O)[C@H]2CCCN2C1=O,4259.0,298.15,84.6454,40.5857,44.0597,7.4363,44.0597,59.1519,0.044367,139.44,0.651,29.991,4259.0,
A.dL.meL.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC1=O,1016.0,298.15,85.7319,44.3029,41.429,8.4024,41.429,56.3553,0.046536,157.01999999999998,0.435,47.867,1016.0,
dP.meA.Bn_Gly.Me_dL.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,2679.0,298.15,88.5607,34.5418,54.0189,10.9067,54.0189,49.8725,0.053201,159.75,0.368,51.374,2679.0,
Nal.cHexCH2_Gly.meL.Nle.dP.Et_Gly,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,4579.0,298.15,73.2856,40.5621,32.7235,6.5743,32.7235,62.0855,0.031504,139.44,0.854,11.393,4579.0,
meA.L.meA.T.P.meI.G.meA.L.Mono7,CC[C@H](C)[C@H]1C(=O)NCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)CC(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CCC[C@H]2C(=O)N1C,2179.0,298.15,139.9892,90.2205,49.7687,9.4708,49.7687,114.9287,0.044519,267.28000000000003,0.099,83.665,2179.0,
dA.L.Me_dL.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC1=O,810.0,298.15,75.9464,47.8647,28.0817,5.1661,28.0817,67.3061,0.032714,157.01999999999998,0.396,38.099,810.0,
